* モンスター図鑑 [#de0cefec]

&color(,#eee){ページ内リンク};
[[001>#no001]] - [[101>#no101]] - [[201>#no201]] - [[301>#no301]] - [[401>#no401]] - [[501>#no501]] - [[601>#no601]] - [[701>#no701]] - [[801>#no801]] - [[901>#no901]] - [[1001>#no1001]] - [[1101>#no1101]] - [[1201>#no1201]] - [[1301>#no1301]] - [[1401>#no1401]] - [[1501>#no1501]] - [[1601>#no1601]] - [[1701>#no1701]] - [[1801>#no1801]] - [[1901>#no1901]] - [[2001>#no2001]] - [[2101>#no2101]] - [[2201>#no2201]] - [[2301>#no2301]] - [[2401>#no2401]] - [[2501>#no2501]] - [[2601>#no2601]] - [[2701>#no2701]] - [[2801>#no2801]] - [[2901>#no2901]] - [[3001>#no3101]] - [[3101>#no3101]] - [[3201>#no3201]]- [[3301>#no3301]]- [[3401>#no3401]]- [[3501>#no3501]]- [[3601>#no3601]]- [[3701>#no3701]]- [[3801>#no3801]]]]- [[3901>#no3901]]]]- [[4001>#no4001]]]]

#style(class=enableFilter){{
|~No|~名称			|~タイプ|~属性|h
|3576|[[変転の七龍喚士・ウォレス>モンスター図鑑/3576]]|ドラゴン/回復|BGCOLOR(#bbf1a6):木|
|3577|[[満潮の八龍喚士・アムネル>モンスター図鑑/3577]]|ドラゴン/回復|BGCOLOR(#f1f1a6):光|
|3578|[[滅火の九龍喚士・エナ>モンスター図鑑/3578]]|ドラゴン/マシン|BGCOLOR(#bba6f1):闇|
|3579|[[5周年記念たまドラ>モンスター図鑑/3579]]|能力覚醒用/強化合成用/売却用|BGCOLOR(#f1f1a6):光|
|3580|[[天魔の月龍喚仕・サツキ>モンスター図鑑/3580]]|ドラゴン/攻撃/悪魔|BGCOLOR(#bba6f1):闇|
|3581|[[明時の月龍喚仕・サツキ>モンスター図鑑/3581]]|ドラゴン/体力|BGCOLOR(#bba6f1):闇光|
|3582|[[滅棒の星機神・デネボラ>モンスター図鑑/3582]]|マシン/体力|BGCOLOR(#f1bba6):火木|
|3583|[[煉弾の星機神・デネボラ>モンスター図鑑/3583]]|マシン/神|BGCOLOR(#f1bba6):火火|
|3584|[[?>モンスター図鑑/3584]]|||
|3585|[[?>モンスター図鑑/3585]]|||
|3586|[[瞬刀の星機神・アルゲディ>モンスター図鑑/3586]]|マシン/神|BGCOLOR(#bbf1a6):木光|
|3587|[[双刀の星機神・アルゲディ>モンスター図鑑/3587]]|マシン/悪魔|BGCOLOR(#bbf1a6):木木|
|3588|[[微睡の星機神・アルキオネ>モンスター図鑑/3588]]|マシン/体力|BGCOLOR(#f1f1a6):光水|
|3589|[[陽気の星機神・アルキオネ>モンスター図鑑/3589]]|マシン/神|BGCOLOR(#f1f1a6):光光|
|3590|[[想鎌の星機神・ハマル>モンスター図鑑/3590]]|マシン/悪魔|BGCOLOR(#bba6f1):闇木|
|3591|[[夢鋏の星機神・ハマル>モンスター図鑑/3591]]|マシン/神|BGCOLOR(#bba6f1):闇闇|
|3592|[[覚醒クリシュナ>モンスター図鑑/3592]]|悪魔/攻撃|BGCOLOR(#f1bba6):火光|
|3593|[[?>モンスター図鑑/3593]]|||
|3594|[[覚醒サラスヴァティ>モンスター図鑑/3594]]|ドラゴン/攻撃|BGCOLOR(#a6f1f1):水光|
|3595|[[覚醒ガネーシャ>モンスター図鑑/3595]]|マシン/体力|BGCOLOR(#f1f1a6):光火|
|3596|[[覚醒ドゥルガー>モンスター図鑑/3596]]|悪魔/体力|BGCOLOR(#bba6f1):闇木|
|3597|[[冥翼機・デモニアス>モンスター図鑑/3597]]|マシン|BGCOLOR(#bba6f1):闇|
|3598|[[闇の星壊機・デスファリオン>モンスター図鑑/3598]]|マシン|BGCOLOR(#bba6f1):闇|
|3599|[[エノク>モンスター図鑑/3599]]|バランス|BGCOLOR(#f1f1a6):光|
|3600|[[天界の書記官・エノク>モンスター図鑑/3600]]|バランス/神|BGCOLOR(#f1f1a6):光闇|
|3601&aname(no3601);|[[白光炎隼神のアーマー・ネッキー >モンスター図鑑/3601]]|強化合成用/神|BGCOLOR(#f1f1a6):光火|
|3602|[[アメノミナカヌシ>モンスター図鑑/3602]]|神|BGCOLOR(#a6f1f1):水|
|3603|[[静謐の天央神・アメノミナカヌシ>モンスター図鑑/3603]]|神/体力|BGCOLOR(#a6f1f1):水光|
|3604|[[エルザ>モンスター図鑑/3604]]|攻撃|BGCOLOR(#f1bba6):火火|
|3605|[[ナツ>モンスター図鑑/3605]]|攻撃/ドラゴン|BGCOLOR(#f1bba6):火|
|3606|[[火竜・ナツ>モンスター図鑑/3606]]|攻撃/ドラゴン|BGCOLOR(#f1bba6):火火|
|3607|[[ルーシィ>モンスター図鑑/3607]]|攻撃|BGCOLOR(#f1f1a6):光光|
|3608|[[メリオダス>モンスター図鑑/3608]]|ドラゴン|BGCOLOR(#bba6f1):闇|
|3609|[[憤怒の罪・メリオダス>モンスター図鑑/3609]]|ドラゴン/悪魔|BGCOLOR(#bba6f1):闇火|
|3610|[[エリザベス>モンスター図鑑/3610]]|回復|BGCOLOR(#f1f1a6):光木|
|3611|[[サクラ>モンスター図鑑/3611]]|バランス|BGCOLOR(#f1f1a6):光|
|3612|[[玖楼国の姫・サクラ>モンスター図鑑/3612]]|バランス|BGCOLOR(#f1f1a6):光光|
|3613|[[小狼>モンスター図鑑/3613]]|バランス|BGCOLOR(#f1bba6):火木|
|3614|[[パイ>モンスター図鑑/3614]]|攻撃|BGCOLOR(#bbf1a6):木|
|3615|[[三只眼>モンスター図鑑/3615]]|攻撃/神|BGCOLOR(#bbf1a6):木光|
|3616|[[藤井八雲>モンスター図鑑/3616]]|攻撃|BGCOLOR(#a6f1f1):水木|
|3617|[[陸奥九十九>モンスター図鑑/3617]]|バランス|BGCOLOR(#f1f1a6):光|
|3618|[[陸奥圓明流継承者・陸奥九十九>モンスター図鑑/3618]]|バランス/ドラゴン|BGCOLOR(#f1f1a6):光闇|
|3619|[[龍造寺舞子>モンスター図鑑/3619]]|攻撃|BGCOLOR(#bbf1a6):木木|
|3620|[[不破北斗>モンスター図鑑/3620]]|攻撃|BGCOLOR(#a6f1f1):水|
|3621|[[不破圓明流継承者・不破北斗>モンスター図鑑/3621]]|攻撃/悪魔|BGCOLOR(#a6f1f1):水闇|
|3622|[[ベナレス>モンスター図鑑/3622]]|悪魔|BGCOLOR(#bba6f1):闇|
|3623|[[龍皇・ベナレス>モンスター図鑑/3623]]|悪魔/ドラゴン|BGCOLOR(#bba6f1):闇木|
|3624|[[飛王・リード>モンスター図鑑/3624]]|攻撃|BGCOLOR(#bba6f1):闇|
|3625|[[魔術師・飛王・リード>モンスター図鑑/3625]]|攻撃/悪魔|BGCOLOR(#bba6f1):闇火|
|3626|[[ヘンドリクセン>モンスター図鑑/3626]]|攻撃|BGCOLOR(#bba6f1):闇|
|3627|[[聖騎士長・ヘンドリクセン>モンスター図鑑/3627]]|攻撃/悪魔|BGCOLOR(#bba6f1):闇闇|
|3628|[[アクノロギア>モンスター図鑑/3628]]|ドラゴン|BGCOLOR(#bba6f1):闇|
|3629|[[時代の終わりを告げる黒き竜・アクノロギア>モンスター図鑑/3629]]|ドラゴン/悪魔|BGCOLOR(#bba6f1):闇水|
|3630|[[白紙の本>モンスター図鑑/3630]]|バランス|BGCOLOR(#f1f1a6):光|
|3631|[[コラボマガジン>モンスター図鑑/3631]]|神|BGCOLOR(#f1f1a6):光|
|3632|[[FAIRY TAILの単行本1巻>モンスター図鑑/3632]]|強化合成用|BGCOLOR(#f1bba6):火|
|3633|[[七つの大罪の単行本1巻>モンスター図鑑/3633]]|強化合成用|BGCOLOR(#bba6f1):闇|
|3634|[[ツバサの単行本1巻>モンスター図鑑/3634]]|強化合成用|BGCOLOR(#f1f1a6):光|
|3635|[[3×3EYESの単行本1巻>モンスター図鑑/3635]]|強化合成用|BGCOLOR(#bbf1a6):木|
|3636|[[修羅の門の単行本1巻>モンスター図鑑/3636]]|強化合成用|BGCOLOR(#f1f1a6):光|
|3637|[[クトュルフ>モンスター図鑑/3637]]|悪魔|BGCOLOR(#a6f1f1):水|
|3638|[[悪夢なるもの・クトュルフ>モンスター図鑑/3638]]|悪魔/ドラゴン|BGCOLOR(#a6f1f1):水水|
|3639|[[ニャルラトホテプ>モンスター図鑑/3639]]|悪魔|BGCOLOR(#bbf1a6):木|
|3640|[[無形なるもの・ニャルラトホテプ>モンスター図鑑/3640]]|悪魔/ドラゴン|BGCOLOR(#bbf1a6):木木|
|3641|[[アザトース>モンスター図鑑/3641]]|悪魔|BGCOLOR(#bba6f1):闇|
|3642|[[無形なるもの・アザトース>モンスター図鑑/3642]]|悪魔/ドラゴン|BGCOLOR(#bba6f1):闇闇|
|3643|[[クトゥグア>モンスター図鑑/3643]]|悪魔|BGCOLOR(#f1bba6):火|
|3644|[[狂炎なるもの・クトゥグア>モンスター図鑑/3644]]|悪魔/ドラゴン|BGCOLOR(#f1bba6):火|
|3645|[[ヨグ＝ソトース>モンスター図鑑/3645]]|悪魔|BGCOLOR(#f1f1a6):光|
|3646|[[彼方なるもの・ヨグ＝ソトース>モンスター図鑑/3646]]|悪魔/ドラゴン|BGCOLOR(#f1f1a6):光|
|3647|[[図書館の監督神・カーリー>モンスター図鑑/3647]]|神/回復|BGCOLOR(#bbf1a6):木闇|
|3648|[[学園の暴れ龍・ヤマトノオロチ>モンスター図鑑/3648]]|ドラゴン/体力/神|BGCOLOR(#bba6f1):闇水|
|3649|[[嵐の転校生・スサノオミコト>モンスター図鑑/3649]]|神/バランス|BGCOLOR(#bba6f1):闇木|
|3650|[[料理部の新鋭・ハトホル>モンスター図鑑/3650]]|神/攻撃|BGCOLOR(#f1bba6):火光|
|3651|[[剣道部の主将・不動明王>モンスター図鑑/3651]]|神/バランス|BGCOLOR(#a6f1f1):水木|
|3652|[[リオレウス>モンスター図鑑/3652]]|ドラゴン/攻撃|BGCOLOR(#f1bba6):火火|
|3653|[[リオレイア>モンスター図鑑/3653]]|ドラゴン/攻撃|BGCOLOR(#bbf1a6):木木|
|3654|[[キリン>モンスター図鑑/3654]]|ドラゴン/バランス|BGCOLOR(#f1f1a6):光光|
|3655|[[ティガレックス>モンスター図鑑/3655]]|ドラゴン/体力|BGCOLOR(#f1bba6):火木|
|3656|[[ナルガクルガ>モンスター図鑑/3656]]|ドラゴン/攻撃|BGCOLOR(#bba6f1):闇水|
|3657|[[アマツマガツチ>モンスター図鑑/3657]]|ドラゴン/体力|BGCOLOR(#a6f1f1):水光|
|3658|[[ディノバルド>モンスター図鑑/3658]]|ドラゴン/攻撃|BGCOLOR(#f1bba6):火闇|
|3659|[[ガムート>モンスター図鑑/3659]]|体力/攻撃|BGCOLOR(#a6f1f1):水木|
|3660|[[ライゼクス>モンスター図鑑/3660]]|ドラゴン/攻撃|BGCOLOR(#f1f1a6):光闇|
|3661|[[タマミツネ>モンスター図鑑/3661]]|ドラゴン/回復|BGCOLOR(#a6f1f1):水水|
|3662|[[バルファルク>モンスター図鑑/3662]]|ドラゴン/悪魔|BGCOLOR(#bba6f1):闇火|
|3663|[[鏖魔ディアブロス>モンスター図鑑/3663]]|ドラゴン/悪魔|BGCOLOR(#bbf1a6):木闇|
|3664|[[火竜の重殻>モンスター図鑑/3664]]|進化用/強化合成用|BGCOLOR(#f1bba6):火|
|3665|[[火竜の靭尾>モンスター図鑑/3665]]|進化用/強化合成用|BGCOLOR(#f1bba6):火|
|3666|[[火竜の剛翼爪>モンスター図鑑/3666]]|進化用/強化合成用|BGCOLOR(#f1bba6):火|
|3667|[[雌火竜の棘>モンスター図鑑/3667]]|進化用/強化合成用|BGCOLOR(#bbf1a6):木|
|3668|[[キリンの特上皮>モンスター図鑑/3668]]|進化用/強化合成用|BGCOLOR(#f1f1a6):光|
|3669|[[キリンの靭雷尾>モンスター図鑑/3669]]|進化用/強化合成用|BGCOLOR(#f1f1a6):光|
|3670|[[キリンの剛蒼角>モンスター図鑑/3670]]|進化用/強化合成用|BGCOLOR(#f1f1a6):光|
|3671|[[轟竜の重牙>モンスター図鑑/3671]]|進化用/強化合成用|BGCOLOR(#f1bba6):火|
|3672|[[迅竜の豪黒毛>モンスター図鑑/3672]]|進化用/強化合成用|BGCOLOR(#bba6f1):闇|
|3673|[[迅竜の剛刃翼>モンスター図鑑/3673]]|進化用/強化合成用|BGCOLOR(#bba6f1):闇|
|3674|[[迅竜の重牙>モンスター図鑑/3674]]|進化用/強化合成用|BGCOLOR(#bba6f1):闇|
|3675|[[嵐龍の重殻>モンスター図鑑/3675]]|進化用/強化合成用|BGCOLOR(#a6f1f1):水|
|3676|[[斬竜の厚鱗>モンスター図鑑/3676]]|進化用/強化合成用|BGCOLOR(#f1bba6):火|
|3677|[[赤熱した溶炉嚢>モンスター図鑑/3677]]|進化用/強化合成用|BGCOLOR(#f1bba6):火|
|3678|[[斬竜の重牙>モンスター図鑑/3678]]|進化用/強化合成用|BGCOLOR(#f1bba6):火|
|3679|[[巨獣の重殻>モンスター図鑑/3679]]|進化用/強化合成用|BGCOLOR(#a6f1f1):水|
|3680|[[雷竜の重棘殻>モンスター図鑑/3680]]|進化用/強化合成用|BGCOLOR(#f1f1a6):光|
|3681|[[泡狐竜の厚鱗>モンスター図鑑/3681]]|進化用/強化合成用|BGCOLOR(#a6f1f1):水|
|3682|[[泡狐竜の剛爪>モンスター図鑑/3682]]|進化用/強化合成用|BGCOLOR(#a6f1f1):水|
|3683|[[泡狐竜の紫剛毛>モンスター図鑑/3683]]|進化用/強化合成用|BGCOLOR(#a6f1f1):水|
|3684|[[天彗龍の大背尖甲>モンスター図鑑/3684]]|進化用/強化合成用|BGCOLOR(#bba6f1):闇|
|3685|[[鏖魔の重殻>モンスター図鑑/3685]]|進化用/強化合成用|BGCOLOR(#bbf1a6):木|
|3686|[[鏖魔の重甲>モンスター図鑑/3686]]|進化用/強化合成用|BGCOLOR(#bbf1a6):木|
|3687|[[鏖魔の凄惨な角>モンスター図鑑/3687]]|進化用/強化合成用|BGCOLOR(#bbf1a6):木|
|3688|[[砲瓶の鋼星神・シェアト>モンスター図鑑/3688]]|マシン/バランス|BGCOLOR(#a6f1f1):水火|
|3689|[[警瓶の鋼星神・シェアト>モンスター図鑑/3689]]|マシン/神|BGCOLOR(#a6f1f1):水|
|3690|[[稲姫>モンスター図鑑/3690]]|神/体力|BGCOLOR(#f1bba6):火火|
|3691|[[覚醒稲姫>モンスター図鑑/3691]]|体力/攻撃|BGCOLOR(#f1bba6):火木|
|3692|[[ねね>モンスター図鑑/3692]]|神/バランス|BGCOLOR(#a6f1f1):水水|
|3693|[[覚醒ねね>モンスター図鑑/3693]]|攻撃/ドラゴン|BGCOLOR(#a6f1f1):水光|
|3694|[[お市>モンスター図鑑/3694]]|神/回復|BGCOLOR(#bbf1a6):木木|
|3695|[[覚醒お市>モンスター図鑑/3695]]|攻撃/悪魔|BGCOLOR(#bbf1a6):木闇|
|3696|[[立花ぎん千代>モンスター図鑑/3696]]|神/攻撃|BGCOLOR(#f1f1a6):光光|
|3697|[[覚醒立花ぎん千代>モンスター図鑑/3697]]|体力/攻撃|BGCOLOR(#f1f1a6):光水|
|3698|[[濃姫>モンスター図鑑/3698]]|神/悪魔|BGCOLOR(#bba6f1):闇闇|
|3699|[[覚醒濃姫>モンスター図鑑/3699]]|悪魔/体力|BGCOLOR(#bba6f1):闇火|
|3700|[[潜在たまドラ☆HP強化＋ >モンスター図鑑/3700]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|3701&aname(no3701);|[[潜在たまドラ☆攻撃強化＋>モンスター図鑑/3701]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|3702|[[潜在たまドラ☆回復強化＋>モンスター図鑑/3702]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|3703|[[潜在たまドラ☆操作時間延長＋>モンスター図鑑/3703]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|3704|[[ハンター♂>モンスター図鑑/3704]]|バランス|BGCOLOR(#f1f1a6):光|
|3705|[[ハンター♂・レウスX装備>モンスター図鑑/3705]]|攻撃/ドラゴン|BGCOLOR(#f1bba6):火火|
|3706|[[ハンター♂・ミツネX装備>モンスター図鑑/3706]]|攻撃/ドラゴン|BGCOLOR(#a6f1f1):水水|
|3707|[[ハンター♂・鏖魔X装備>モンスター図鑑/3707]]|攻撃/ドラゴン|BGCOLOR(#bbf1a6):木闇|
|3708|[[ハンター♀>モンスター図鑑/3708]]|バランス|BGCOLOR(#f1f1a6):光|
|3709|[[ハンター♀・キリンX装備>モンスター図鑑/3709]]|攻撃/ドラゴン|BGCOLOR(#f1f1a6):光光|
|3710|[[ハンター♀・ナルガX装備>モンスター図鑑/3710]]|攻撃/ドラゴン|BGCOLOR(#bba6f1):闇水|
|3711|[[ハンター♀・ディノX装備>モンスター図鑑/3711]]|攻撃/ドラゴン|BGCOLOR(#f1bba6):火闇|
|3712|[[覚醒ウリエル>モンスター図鑑/3712]]|攻撃/回復|BGCOLOR(#f1bba6):火木|
|3713|[[覚醒ガブリエル>モンスター図鑑/3713]]|体力/攻撃|BGCOLOR(#a6f1f1):水火|
|3714|[[覚醒ミカエル>モンスター図鑑/3714]]|ドラゴン/バランス|BGCOLOR(#bbf1a6):木水|
|3715|[[覚醒ラファエル>モンスター図鑑/3715]]|攻撃/マシン|BGCOLOR(#f1f1a6):光木|
|3716|[[?>モンスター図鑑/3716]]|||
|3717|[[潜在たまドラ☆進化用キラー>モンスター図鑑/3717]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|3718|[[潜在たまドラ☆能力覚醒用キラー>モンスター図鑑/3718]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|3719|[[潜在たまドラ☆強化合成用キラー>モンスター図鑑/3719]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|3720|[[潜在たまドラ☆売却用キラー>モンスター図鑑/3720]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|3721|[[火の宝珠龍・カジン>モンスター図鑑/3721]]|ドラゴン|BGCOLOR(#f1bba6):火|
|3722|[[水の宝珠龍・センジャ>モンスター図鑑/3722]]|ドラゴン|BGCOLOR(#a6f1f1):水|
|3723|[[木の宝珠龍・フウキン>モンスター図鑑/3723]]|ドラゴン|BGCOLOR(#bbf1a6):木|
|3724|[[光の宝珠龍・ヨウビ>モンスター図鑑/3724]]|ドラゴン|BGCOLOR(#f1f1a6):光|
|3725|[[闇の宝珠龍・エイロウ>モンスター図鑑/3725]]|ドラゴン|BGCOLOR(#bba6f1):闇|
|3726|[[フォンシー>モンスター図鑑/3726]]|悪魔|BGCOLOR(#f1bba6):火|
|3727|[[シュイシー>モンスター図鑑/3727]]|悪魔|BGCOLOR(#a6f1f1):水|
|3728|[[ムーシー>モンスター図鑑/3728]]|悪魔|BGCOLOR(#bbf1a6):木|
|3729|[[ヤンシー>モンスター図鑑/3729]]|悪魔|BGCOLOR(#f1f1a6):光|
|3730|[[インシー>モンスター図鑑/3730]]|悪魔|BGCOLOR(#bba6f1):闇|
|3731|[[烈龍帝・ヴァルテン>モンスター図鑑/3731]]|ドラゴン|BGCOLOR(#f1bba6):火|
|3732|[[暴威の烈龍帝・ヴァルテン>モンスター図鑑/3732]]|ドラゴン/神|BGCOLOR(#f1bba6):火|
|3733|[[からくり五右衛門>モンスター図鑑/3733]]|マシン|BGCOLOR(#f1bba6):火|
|3734|[[覚醒からくり五右衛門>モンスター図鑑/3734]]|マシン/体力|BGCOLOR(#f1bba6):火|
|3735|[[骸龍契士・エルメ＝ド>モンスター図鑑/3735]]|ドラゴン/悪魔|BGCOLOR(#a6f1f1):水|
|3736|[[輝眼の骸龍契士・エルメ＝ド>モンスター図鑑/3736]]|ドラゴン/悪魔|BGCOLOR(#a6f1f1):水闇|
|3737|[[骸龍契士・エルメ＝ラ>モンスター図鑑/3737]]|ドラゴン/悪魔|BGCOLOR(#a6f1f1):水|
|3738|[[烈眼の骸龍契士・エルメ＝ラ>モンスター図鑑/3738]]|ドラゴン/悪魔|BGCOLOR(#a6f1f1):水闇|
|3739|[[骸龍契士・エルメ＝ク>モンスター図鑑/3739]]|ドラゴン/悪魔|BGCOLOR(#a6f1f1):水|
|3740|[[静眼の骸龍契士・エルメ＝ク>モンスター図鑑/3740]]|ドラゴン/悪魔|BGCOLOR(#a6f1f1):水闇|
|3741|[[龍契士・フレンジェ>モンスター図鑑/3741]]|ドラゴン/悪魔|BGCOLOR(#f1bba6):火|
|3742|[[龍契士・ウォンジェ>モンスター図鑑/3742]]|ドラゴン/悪魔|BGCOLOR(#a6f1f1):水|
|3743|[[龍契士・ウィンジェ>モンスター図鑑/3743]]|ドラゴン/悪魔|BGCOLOR(#bbf1a6):木|
|3744|[[龍契士・ラインジェ >モンスター図鑑/3744]]|ドラゴン/悪魔|BGCOLOR(#f1f1a6):光|
|3745|[[龍契士・シャンジェ>モンスター図鑑/3745]]|ドラゴン/悪魔|BGCOLOR(#bba6f1):闇|
|3746|[[ヘスティア>モンスター図鑑/3746]]|神|BGCOLOR(#f1bba6):火|
|3747|[[覚醒ヘスティア>モンスター図鑑/3747]]|神/回復|BGCOLOR(#f1bba6):火木|
|3748|[[テテュス>モンスター図鑑/3748]]|神|BGCOLOR(#a6f1f1):水|
|3749|[[覚醒テテュス>モンスター図鑑/3749]]|神/悪魔|BGCOLOR(#a6f1f1):水闇|
|3750|[[クロノス>モンスター図鑑/3750]]|神|BGCOLOR(#bbf1a6):木|
|3751|[[覚醒クロノス>モンスター図鑑/3751]]|神/攻撃|BGCOLOR(#bbf1a6):木光|
|3752|[[アストレア>モンスター図鑑/3752]]|神|BGCOLOR(#f1f1a6):光|
|3753|[[覚醒アストレア>モンスター図鑑/3753]]|神/バランス|BGCOLOR(#f1f1a6):光水|
|3754|[[ウラノス>モンスター図鑑/3754]]|神|BGCOLOR(#bba6f1):闇|
|3755|[[覚醒ウラノス>モンスター図鑑/3755]]|神/悪魔|BGCOLOR(#bba6f1):闇火|
|3756|[[零龍喚士・ネイ>モンスター図鑑/3756]]|ドラゴン|BGCOLOR(#bba6f1):闇|
|3757|[[雷天の零龍喚士・ネイ>モンスター図鑑/3757]]|ドラゴン/体力|BGCOLOR(#f1bba6):火闇|
|3758|[[大弯の零龍喚士・ネイ>モンスター図鑑/3758]]|ドラゴン/攻撃|BGCOLOR(#a6f1f1):水闇|
|3759|[[玻璃の零龍喚士・ネイ>モンスター図鑑/3759]]|ドラゴン/バランス|BGCOLOR(#bbf1a6):木闇|
|3760|[[解放の零龍喚士・ネイ>モンスター図鑑/3760]]|ドラゴン/バランス|BGCOLOR(#f1f1a6):光闇|
|3761|[[黒天の零龍喚士・ネイ>モンスター図鑑/3761]]|ドラゴン/悪魔|BGCOLOR(#bba6f1):闇闇|
|3762|[[刻火の時女神・ウルド>モンスター図鑑/3762]]|神/バランス|BGCOLOR(#f1bba6):火|
|3763|[[刻風の時女神・ヴェルダンディ>モンスター図鑑/3763]]|神/回復|BGCOLOR(#bbf1a6):木|
|3764|[[刻水の時女神・スクルド>モンスター図鑑/3764]]|神/攻撃|BGCOLOR(#a6f1f1):水|
|3765|[[火守の赤龍喚士・ソニア>モンスター図鑑/3765]]|ドラゴン/体力|BGCOLOR(#f1bba6):火|
|3766|[[木守の緑龍喚士・ソニア>モンスター図鑑/3766]]|ドラゴン/攻撃|BGCOLOR(#bbf1a6):木|
|3767|[[水守の青龍喚士・ソニア>モンスター図鑑/3767]]|ドラゴン/回復|BGCOLOR(#a6f1f1):水|
|3768|[[宿志の青龍契士・リューネ >モンスター図鑑/3768]]|ドラゴン/攻撃|BGCOLOR(#a6f1f1):水闇|
|3769|[[龍還の鮫龍契士・リューネ>モンスター図鑑/3769]]|ドラゴン/回復|BGCOLOR(#a6f1f1):水|
|3770|[[奔放の緑龍契士・シルヴィ>モンスター図鑑/3770]]|ドラゴン/攻撃|BGCOLOR(#bbf1a6):木光|
|3771|[[獣伐の鷹龍契士・シルヴィ>モンスター図鑑/3771]]|ドラゴン/バランス|BGCOLOR(#bbf1a6):木|
|3772|[[想起の橙龍契士・サリア>モンスター図鑑/3772]]|ドラゴン/体力|BGCOLOR(#f1f1a6):光火|
|3773|[[業裁の兎龍契士・サリア>モンスター図鑑/3773]]|ドラゴン/攻撃|BGCOLOR(#f1f1a6):光|
|3774|[[人類を救う鍵・エレン・イェーガー>モンスター図鑑/3774]]|体力/マシン|BGCOLOR(#f1bba6):火火|
|3775|[[潔癖症の兵長・リヴァイ>モンスター図鑑/3775]]|攻撃/回復|BGCOLOR(#bba6f1):闇水|
|3776|[[アニ・レオンハート>モンスター図鑑/3776]]|攻撃/マシン|BGCOLOR(#f1f1a6):光|
|3777|[[女型の巨人・アニ・レオンハート>モンスター図鑑/3777]]|攻撃/体力|BGCOLOR(#f1f1a6):光水|
|3778|[[ライナー・ブラウン>モンスター図鑑/3778]]|体力/マシン|BGCOLOR(#bbf1a6):木|
|3779|[[鎧の巨人・ライナー・ブラウン>モンスター図鑑/3779]]|体力/攻撃|BGCOLOR(#bbf1a6):木光|
|3780|[[アニの写真>モンスター図鑑/3780]]|強化合成用 |BGCOLOR(#f1f1a6):光|
|3781|[[ライナーの写真>モンスター図鑑/3781]]|強化合成用 |BGCOLOR(#bbf1a6):木|
|3782|[[木ノ宮タカオ>モンスター図鑑/3782]]|ドラゴン/マシン|BGCOLOR(#a6f1f1):水木|
|3783|[[タカミムスビ>モンスター図鑑/3783]]|神|BGCOLOR(#f1bba6):火|
|3784|[[峻烈の命央神・タカミムスビ>モンスター図鑑/3784]]|神/攻撃 |BGCOLOR(#f1bba6):火水|
|3785|[[カミムスビ>モンスター図鑑/3785]]|神|BGCOLOR(#bba6f1):闇|
|3786|[[凛然の霊央神・カミムスビ>モンスター図鑑/3786]]|神/回復|BGCOLOR(#bba6f1):闇木|
|3787|[[獄眼の黒幻魔・ズオー>モンスター図鑑/3787]]|悪魔/攻撃|BGCOLOR(#bba6f1):闇|
|3788|[[破神機・ラグナロク＝ドラゴン>モンスター図鑑/3788]]|ドラゴン/マシン|BGCOLOR(#bbf1a6):木闇|
